neck_avg,spine_angle,shoulder_slope,head_tilt,hip_alignment,ear_sh_left,ear_sh_right,lm7_x,lm7_y,lm8_x,lm8_y,lm11_x,lm11_y,lm12_x,lm12_y,lm23_x,lm23_y,lm24_x,lm24_y,label,source
0.0,89.94705232425855,0.0567960143089294,0.0,1.135920286178588,0.42460764944553386,0.42460764944553386,0.5142204761505125,-0.39620964229106914,0.5126509368419649,-0.4530056565999986,0.5134357064962387,0.0283980071544647,0.5134357064962387,-0.0283980071544647,0.5142204761505127,1.0246076494455338,0.5142204761505127,1.0246076494455338,1,confidence_features
0.0,88.40335371133223,0.067363440990448,0.0,1.34726881980896,0.4811464101076127,0.4811464101076127,0.439096614718437,-0.4474646896123887,0.3854508101940156,-0.5148281306028367,0.4122737124562263,0.033681720495224,0.4122737124562263,-0.033681720495224,0.4390966147184372,1.0811464101076127,0.4390966147184372,1.0811464101076127,1,confidence_features
0.0,90.0,0.0013021230697631,0.0,0.026042461395259998,0.44441190361976635,0.44441190361976635,0.49179375171661377,-0.44376084208488487,0.5131419897079468,-0.4450629651546478,0.5024678707122803,0.0006510615348815,0.5024678707122803,-0.0006510615348815,0.4917937517166137,1.0444119036197663,0.4917937517166137,1.0444119036197663,1,confidence_features
0.0,90.0,0.028216540813446,0.0,0.56433081626892,0.4848789423704148,0.4848789423704148,0.5090008527040484,-0.47077067196369177,0.5374190658330915,-0.4989872127771378,0.52320995926857,0.014108270406723,0.52320995926857,-0.014108270406723,0.5090008527040482,1.0848789423704148,0.5090008527040482,1.0848789423704148,1,confidence_features
0.0,88.91856473237246,0.011120855808258,0.0,0.22241711616516,0.5103055387735368,0.5103055387735368,0.5301893949508667,-0.5047451108694078,0.49165755510330206,-0.5158659666776658,0.5109234750270844,0.005560427904129,0.5109234750270844,-0.005560427904129,0.5301893949508667,1.1103055387735368,0.5301893949508667,1.1103055387735368,1,confidence_features
0.0,90.0,0.0227008461952209,0.0,0.45401692390441606,0.4540541917085648,0.4540541917085648,0.5221330970525742,-0.4427037686109544,0.524851456284523,-0.46540461480617523,0.5234922766685486,0.0113504230976104,0.5234922766685486,-0.0113504230976104,0.5221330970525742,1.0540541917085648,0.5221330970525742,1.0540541917085648,1,confidence_features
0.0,89.20130212972934,0.0463986992835998,0.0,0.927973985671996,0.39689938724040985,0.39689938724040985,0.5046969205141068,-0.3737000375986099,0.4825645238161087,-0.4200987368822098,0.4936307221651077,0.0231993496417999,0.4936307221651077,-0.0231993496417999,0.5046969205141068,0.9968993872404098,0.5046969205141068,0.9968993872404098,1,confidence_features
0.0,89.09884376875914,0.0471597909927368,0.0,0.9431958198547361,0.484515279531479,0.484515279531479,0.5217735022306442,-0.4609353840351106,0.491288885474205,-0.5080951750278474,0.5065311938524246,0.0235798954963684,0.5065311938524246,-0.0235798954963684,0.5217735022306442,1.084515279531479,0.5217735022306442,1.084515279531479,1,confidence_features
0.0,89.06628528681262,0.0134080052375793,0.0,0.268160104751584,0.5470820516347886,0.5470820516347886,0.5239120870828626,-0.5403780490159991,0.4882470667362215,-0.5537860542535782,0.5060795769095421,0.0067040026187896,0.5060795769095421,-0.0067040026187896,0.5239120870828629,1.1470820516347886,0.5239120870828629,1.1470820516347886,1,confidence_features
0.0,89.19575264284417,0.0117579102516174,0.0,0.23515820503234802,0.5277515202760695,0.5277515202760695,0.5456303358078001,-0.5218725651502608,0.5159966945648196,-0.5336304754018782,0.5308135151863098,0.0058789551258087,0.5308135151863098,-0.0058789551258087,0.5456303358078003,1.1277515202760695,0.5456303358078003,1.1277515202760695,1,confidence_features
0.0,89.5748324366863,0.0042301416397094,90.0,0.084602832794188,0.4174978137016295,0.4174978137016295,0.5300855934619904,-0.41538274288177485,0.5176930725574493,-0.4196128845214842,0.5238893330097198,0.0021150708198547,0.5238893330097198,-0.0021150708198547,0.5300855934619904,1.0174978137016295,0.5300855934619904,1.0174978137016295,1,confidence_features
0.0,90.0,0.0104403495788574,0.0,0.208806991577148,0.4931200146675111,0.4931200146675111,0.5046055465936662,-0.4878998398780824,0.5163017064332961,-0.4983401894569398,0.5104536265134811,0.0052201747894287,0.5104536265134811,-0.0052201747894287,0.5046055465936661,1.093120014667511,0.5046055465936661,1.093120014667511,1,confidence_features
0.0,88.43484034812131,0.0452239513397216,0.0,0.904479026794432,0.4745788276195527,0.4745788276195527,0.4701419919729231,-0.45196685194969194,0.41827245056629186,-0.4971908032894135,0.4442072212696075,0.0226119756698608,0.4442072212696075,-0.0226119756698608,0.4701419919729233,1.0745788276195527,0.4701419919729233,1.0745788276195527,1,confidence_features
0.0,89.21097061334507,0.0189558267593383,0.0,0.37911653518676397,0.5521034300327302,0.5521034300327302,0.5452635437250137,-0.5426255166530611,0.5148492008447647,-0.5615813434123993,0.5300563722848892,0.0094779133796691,0.5300563722848892,-0.0094779133796691,0.5452635437250137,1.1521034300327302,0.5452635437250137,1.1521034300327302,1,confidence_features
0.0,90.0,0.0441861748695373,0.0,0.883723497390744,0.477634325623512,0.477634325623512,0.5359044969081879,-0.45554123818874337,0.5771949887275696,-0.4997274130582806,0.5565497428178787,0.0220930874347686,0.5565497428178787,-0.0220930874347686,0.5359044969081879,1.077634325623512,0.5359044969081879,1.077634325623512,1,confidence_features
0.0,89.44660487888618,0.0253680944442749,0.0,0.507361888885496,0.3963957726955414,0.3963957726955414,0.5254847556352615,-0.383711725473404,0.5101698189973831,-0.4090798199176788,0.5178272873163223,0.0126840472221374,0.5178272873163223,-0.0126840472221374,0.5254847556352615,0.9963957726955414,0.5254847556352615,0.9963957726955414,1,confidence_features
0.0,90.0,0.088681936264038,0.0,1.77363872528076,0.6066126823425294,0.6066126823425294,0.5727456361055376,-0.5622717142105104,0.6194604188203809,-0.6509536504745485,0.5961030274629593,0.044340968132019,0.5961030274629593,-0.044340968132019,0.5727456361055374,1.2066126823425294,0.5727456361055374,1.2066126823425294,0,confidence_features
0.0,90.0,0.0136401057243347,0.0,0.272802114486692,0.4838925153017045,0.4838925153017045,0.4999289065599442,-0.4770724624395372,0.5123511105775832,-0.4907125681638718,0.5061400085687637,0.0068200528621673,0.5061400085687637,-0.0068200528621673,0.4999289065599441,1.0838925153017045,0.4999289065599441,1.0838925153017045,1,confidence_features
0.0,89.49435764846588,0.0272468328475952,0.0,0.5449366569519041,0.3962647020816804,0.3962647020816804,0.5248099565505979,-0.3826412856578828,0.5108212530612948,-0.409888118505478,0.5178156048059464,0.0136234164237976,0.5178156048059464,-0.0136234164237976,0.5248099565505981,0.9962647020816804,0.5248099565505981,0.9962647020816804,1,confidence_features
0.0,89.15071404343291,0.0171185135841369,0.0,0.342370271682736,0.44394616782665264,0.44394616782665264,0.5194153338670728,-0.4353869110345842,0.4930912405252459,-0.45250542461872106,0.5062532871961594,0.0085592567920684,0.5062532871961594,-0.0085592567920684,0.5194153338670731,1.0439461678266526,0.5194153338670731,1.0439461678266526,1,confidence_features
0.0,89.43098178333899,0.0235713720321655,0.0,0.471427440643308,0.44317129254341114,0.44317129254341114,0.5232107639312744,-0.43138560652732844,0.5056052207946777,-0.45495697855949385,0.5144079923629761,0.0117856860160827,0.5144079923629761,-0.0117856860160827,0.5232107639312744,1.0431712925434111,0.5232107639312744,1.0431712925434111,1,confidence_features
0.0,89.9219470348793,0.011683702468872,9.176673860841086,0.23367404937744,0.5140875279903413,0.5140875279903413,0.512886121869087,-0.5082456767559053,0.5100847929716112,-0.5199293792247773,0.5114854574203491,0.005841851234436,0.5114854574203491,-0.005841851234436,0.5128861218690872,1.1140875279903413,0.5128861218690872,1.1140875279903413,1,confidence_features
0.0,89.08078403244198,0.0467269420623779,0.0,0.9345388412475559,0.3873375356197356,0.3873375356197356,0.5018475800752638,-0.3639740645885467,0.4769886881113054,-0.4107010066509245,0.4894181340932846,0.0233634710311889,0.4894181340932846,-0.0233634710311889,0.501847580075264,0.9873375356197356,0.501847580075264,0.9873375356197356,1,confidence_features
0.0,89.69806207384524,0.0171596407890319,0.0,0.343192815780636,0.5074602514505387,0.5074602514505387,0.5155626535415649,-0.49888043105602287,0.5048656761646271,-0.5160400718450546,0.510214164853096,0.0085798203945159,0.510214164853096,-0.0085798203945159,0.5155626535415649,1.1074602514505387,0.5155626535415649,1.1074602514505387,1,confidence_features
0.0,90.0,0.0695610642433166,0.0,1.391221284866332,0.5450587421655656,0.5450587421655656,0.5775272995233536,-0.5102782100439073,0.6223133951425552,-0.5798392742872239,0.5999203473329544,0.0347805321216583,0.5999203473329544,-0.0347805321216583,0.5775272995233536,1.1450587421655656,0.5775272995233536,1.1450587421655656,1,confidence_features
0.0,89.72734152487726,0.0242695808410644,0.0,0.485391616821288,0.464436173439026,0.464436173439026,0.5205187350511551,-0.45230138301849376,0.5116780549287796,-0.4765709638595582,0.5160983949899673,0.0121347904205322,0.5160983949899673,-0.0121347904205322,0.5205187350511551,1.064436173439026,0.5205187350511551,1.064436173439026,1,confidence_features
0.0,88.7640473018059,0.0026237964630126,0.0,0.052475929260252,0.52557510137558,0.52557510137558,0.6099605113267899,-0.5242632031440736,0.5646038204431534,-0.5268869996070863,0.5872821658849716,0.0013118982315063,0.5872821658849716,-0.0013118982315063,0.6099605113267899,1.12557510137558,0.6099605113267899,1.12557510137558,1,confidence_features
