timestamp,date,time,posture_label,posture_text,confidence,neck_angle,spine_angle,shoulder_slope,head_tilt,session_id
2026-05-17T14:44:17.875848,2026-05-17,14:44:17,0,BAD POSTURE,0.7814,39.5,2.7,0.1,0.0,session_20260517_144303
2026-05-17T14:47:58.844639,2026-05-17,14:47:58,0,BAD POSTURE,0.9669,29.3,16.7,77.5,12.8,session_20260517_144735
2026-05-17T14:48:09.487717,2026-05-17,14:48:09,0,BAD POSTURE,0.9412,18.3,3.8,23.8,17.1,session_20260517_144735
2026-05-17T14:48:19.956848,2026-05-17,14:48:19,0,BAD POSTURE,0.8981,17.0,12.2,59.2,12.3,session_20260517_144735
2026-05-17T14:48:30.735139,2026-05-17,14:48:30,0,BAD POSTURE,0.9852,36.6,15.1,24.2,26.8,session_20260517_144735
2026-05-17T14:48:40.947829,2026-05-17,14:48:40,1,GOOD POSTURE,0.5853,26.3,6.2,1.2,2.8,session_20260517_144735
2026-05-17T14:48:47.909851,2026-05-17,14:48:47,0,BAD POSTURE,0.7784,11.1,7.2,11.3,11.9,session_20260517_144735
2026-05-17T14:48:58.696875,2026-05-17,14:48:58,1,GOOD POSTURE,0.589,26.2,2.3,7.0,9.4,session_20260517_144735
2026-05-17T14:49:09.819676,2026-05-17,14:49:09,1,GOOD POSTURE,0.5628,27.0,2.5,0.9,0.9,session_20260517_144735
2026-05-17T14:49:20.313676,2026-05-17,14:49:20,1,GOOD POSTURE,0.5852,26.3,3.4,0.5,1.2,session_20260517_144735
2026-05-17T14:49:31.298685,2026-05-17,14:49:31,0,BAD POSTURE,0.5922,6.3,6.2,2.5,12.9,session_20260517_144735
2026-05-17T14:49:41.706309,2026-05-17,14:49:41,0,BAD POSTURE,0.9834,12.7,9.2,31.1,87.8,session_20260517_144735
2026-05-17T18:38:17.763859,2026-05-17,18:38:17,1,GOOD POSTURE,0.5589,33.6,2.2,0.6,0.2,session_20260517_183708
2026-05-17T19:25:04.533653,2026-05-17,19:25:04,0,BAD POSTURE,0.8783,26.9,9.8,11.5,30.4,session_20260517_192443
2026-05-17T19:40:15.626865,2026-05-17,19:40:15,1,GOOD POSTURE,0.5436,31.4,1.5,1.0,3.0,session_20260517_193955
2026-05-17T19:40:32.934250,2026-05-17,19:40:32,0,BAD POSTURE,0.8179,27.2,6.0,11.3,31.9,session_20260517_193955
2026-05-17T19:40:58.510539,2026-05-17,19:40:58,1,GOOD POSTURE,0.5418,15.0,2.6,8.5,11.0,session_20260517_193955
2026-05-17T19:41:12.679325,2026-05-17,19:41:12,1,GOOD POSTURE,0.5364,32.7,0.6,0.6,0.6,session_20260517_193955
2026-05-17T19:41:26.123733,2026-05-17,19:41:26,1,GOOD POSTURE,0.5395,30.9,2.2,4.4,7.7,session_20260517_193955
2026-05-17T19:41:43.511457,2026-05-17,19:41:43,0,BAD POSTURE,0.9911,29.0,12.5,14.9,18.9,session_20260517_193955
2026-05-17T19:42:00.550818,2026-05-17,19:42:00,0,BAD POSTURE,0.5349,32.7,7.1,8.8,9.0,session_20260517_193955
2026-05-17T19:47:07.929963,2026-05-17,19:47:07,0,BAD POSTURE,0.79,31.4,9.6,7.3,5.0,session_20260517_194641
2026-05-17T19:47:27.987908,2026-05-17,19:47:27,0,BAD POSTURE,0.785,27.6,3.9,4.3,0.3,session_20260517_194641
2026-05-17T19:50:30.014305,2026-05-17,19:50:30,0,BAD POSTURE,0.79,44.6,1.1,5.9,8.0,session_20260517_195006
2026-05-17T19:50:48.438001,2026-05-17,19:50:48,1,GOOD POSTURE,0.515,24.1,0.9,0.7,12.4,session_20260517_195006
2026-05-17T19:51:08.622241,2026-05-17,19:51:08,0,BAD POSTURE,0.7545,31.0,23.2,26.1,35.5,session_20260517_195006
2026-05-17T20:35:22.089671,2026-05-17,20:35:22,0,BAD POSTURE,0.9831,24.5,3.6,16.5,17.3,session_20260517_203503
2026-05-17T20:35:36.555309,2026-05-17,20:35:36,0,BAD POSTURE,0.9959,42.1,14.6,30.3,35.8,session_20260517_203503
2026-05-17T20:35:50.497005,2026-05-17,20:35:50,0,BAD POSTURE,0.7675,29.1,0.7,2.3,3.2,session_20260517_203503
2026-05-17T20:36:04.701966,2026-05-17,20:36:04,0,BAD POSTURE,0.9565,26.8,8.3,17.4,6.8,session_20260517_203503
2026-05-17T20:36:16.124926,2026-05-17,20:36:16,0,BAD POSTURE,0.8607,30.0,5.3,1.1,2.3,session_20260517_203503
2026-05-17T20:36:30.348828,2026-05-17,20:36:30,0,BAD POSTURE,0.8382,26.3,8.8,2.0,6.8,session_20260517_203503
2026-05-17T20:36:44.627509,2026-05-17,20:36:44,0,BAD POSTURE,0.754,31.7,2.7,4.8,9.3,session_20260517_203503
2026-05-17T20:37:18.145032,2026-05-17,20:37:18,0,BAD POSTURE,0.999,33.7,10.0,14.7,23.8,session_20260517_203657
2026-05-17T20:37:34.157931,2026-05-17,20:37:34,1,GOOD POSTURE,0.5508,23.4,2.4,4.7,1.6,session_20260517_203657
2026-05-17T20:37:51.347847,2026-05-17,20:37:51,0,BAD POSTURE,0.8355,27.3,3.9,7.8,6.5,session_20260517_203657
2026-05-17T20:38:24.322576,2026-05-17,20:38:24,1,GOOD POSTURE,0.838,23.9,0.3,0.2,4.3,session_20260517_203657
2026-05-17T20:38:41.747176,2026-05-17,20:38:41,1,GOOD POSTURE,0.8354,22.8,1.0,0.7,2.4,session_20260517_203657
2026-05-17T20:39:10.873225,2026-05-17,20:39:10,0,BAD POSTURE,0.994,41.0,12.2,2.7,2.4,session_20260517_203657
2026-05-17T20:39:26.194588,2026-05-17,20:39:26,0,BAD POSTURE,0.6479,29.8,1.0,1.4,3.1,session_20260517_203657
2026-05-17T20:39:52.378720,2026-05-17,20:39:52,0,BAD POSTURE,0.9293,34.2,1.5,3.8,8.5,session_20260517_203657
2026-05-17T20:42:28.848922,2026-05-17,20:42:28,0,BAD POSTURE,0.5573,23.7,4.3,4.0,12.3,session_20260517_204206
2026-05-17T20:42:46.782077,2026-05-17,20:42:46,1,GOOD POSTURE,0.631,21.6,1.4,1.4,11.4,session_20260517_204206
2026-05-17T20:43:04.895626,2026-05-17,20:43:04,0,BAD POSTURE,0.6672,20.9,7.6,5.5,11.7,session_20260517_204206
2026-05-17T20:43:21.465138,2026-05-17,20:43:21,0,BAD POSTURE,0.7161,24.4,7.5,9.4,1.9,session_20260517_204206
2026-05-17T20:45:39.206127,2026-05-17,20:45:39,0,BAD POSTURE,0.574,24.4,1.8,1.9,0.8,session_20260517_204518
2026-05-17T20:45:56.830212,2026-05-17,20:45:56,0,BAD POSTURE,0.6848,25.2,4.7,0.5,2.8,session_20260517_204518
2026-05-17T20:46:33.805306,2026-05-17,20:46:33,0,BAD POSTURE,0.6706,25.2,1.2,3.4,3.0,session_20260517_204613
2026-05-17T20:46:52.258114,2026-05-17,20:46:52,0,BAD POSTURE,0.7049,25.8,0.1,0.1,1.7,session_20260517_204613
2026-05-17T20:47:10.388971,2026-05-17,20:47:10,0,BAD POSTURE,0.6162,26.4,0.1,0.7,3.7,session_20260517_204613
2026-05-17T20:47:48.171220,2026-05-17,20:47:48,1,GOOD POSTURE,0.6806,23.9,1.2,1.1,3.8,session_20260517_204726
2026-05-17T20:48:05.954403,2026-05-17,20:48:05,1,GOOD POSTURE,0.6764,23.4,1.5,1.2,0.3,session_20260517_204726
2026-05-17T20:48:23.834499,2026-05-17,20:48:23,0,BAD POSTURE,0.6723,26.6,1.4,3.7,0.6,session_20260517_204726
2026-05-17T20:48:41.849022,2026-05-17,20:48:41,0,BAD POSTURE,0.6887,26.3,0.6,2.0,3.7,session_20260517_204726
2026-05-17T20:48:58.460580,2026-05-17,20:48:58,0,BAD POSTURE,0.8505,35.2,7.4,9.7,8.2,session_20260517_204726
2026-05-17T20:49:15.217092,2026-05-17,20:49:15,0,BAD POSTURE,0.6972,28.9,1.1,2.6,1.8,session_20260517_204726
2026-05-17T20:50:11.062403,2026-05-17,20:50:11,0,BAD POSTURE,0.8516,27.7,1.7,0.5,2.5,session_20260517_204949
2026-05-17T20:50:28.692958,2026-05-17,20:50:28,0,BAD POSTURE,0.7287,26.5,1.2,1.2,3.8,session_20260517_204949
2026-05-17T20:50:44.136462,2026-05-17,20:50:44,0,BAD POSTURE,0.8816,29.9,7.2,6.5,9.2,session_20260517_204949
2026-05-17T20:51:01.144122,2026-05-17,20:51:01,0,BAD POSTURE,0.8017,29.9,0.3,0.9,2.5,session_20260517_204949
2026-05-17T20:52:41.854761,2026-05-17,20:52:41,0,BAD POSTURE,0.7858,25.5,0.2,1.6,4.1,session_20260517_205221
2026-05-17T20:53:00.239996,2026-05-17,20:53:00,0,BAD POSTURE,0.7202,25.7,1.7,0.3,7.2,session_20260517_205221
2026-05-17T20:53:17.001448,2026-05-17,20:53:17,0,BAD POSTURE,1.0,34.0,12.0,27.7,20.8,session_20260517_205221
2026-05-17T20:53:29.527345,2026-05-17,20:53:29,0,BAD POSTURE,0.6678,26.0,3.5,3.3,2.9,session_20260517_205221
2026-05-17T20:53:47.296945,2026-05-17,20:53:47,0,BAD POSTURE,0.6976,25.8,0.0,1.4,4.2,session_20260517_205221
2026-05-17T20:54:05.887204,2026-05-17,20:54:05,1,GOOD POSTURE,0.6053,24.3,0.5,0.3,7.5,session_20260517_205221
2026-05-17T20:54:23.468865,2026-05-17,20:54:23,0,BAD POSTURE,0.6423,26.4,0.8,0.1,3.1,session_20260517_205221
2026-05-17T20:54:41.757915,2026-05-17,20:54:41,0,BAD POSTURE,0.749,25.0,0.5,2.8,3.2,session_20260517_205221
2026-05-17T20:54:59.177621,2026-05-17,20:54:59,1,GOOD POSTURE,0.6718,24.3,2.2,5.3,0.8,session_20260517_205221
2026-05-17T20:55:16.971818,2026-05-17,20:55:16,0,BAD POSTURE,0.6241,24.4,6.4,6.1,3.5,session_20260517_205221
2026-05-17T20:55:34.671509,2026-05-17,20:55:34,0,BAD POSTURE,0.6136,25.2,0.1,0.6,0.4,session_20260517_205221
2026-05-17T20:55:52.590971,2026-05-17,20:55:52,0,BAD POSTURE,0.6179,25.0,1.0,1.2,0.3,session_20260517_205221
2026-05-17T20:56:11.149092,2026-05-17,20:56:11,0,BAD POSTURE,0.6093,25.1,3.5,0.7,2.2,session_20260517_205221
2026-05-18T17:05:33.656934,2026-05-18,17:05:33,0,BAD POSTURE,0.7431,27.2,0.1,0.3,1.9,session_20260518_170512
2026-05-18T17:05:42.496635,2026-05-18,17:05:42,0,BAD POSTURE,0.7118,29.8,0.7,0.6,9.6,session_20260518_170512
2026-05-18T17:05:49.720801,2026-05-18,17:05:49,0,BAD POSTURE,0.6285,17.1,1.7,1.9,8.9,session_20260518_170512
2026-05-18T17:05:57.956019,2026-05-18,17:05:57,0,BAD POSTURE,0.5221,24.7,3.1,0.0,0.9,session_20260518_170512
2026-05-18T17:06:06.052886,2026-05-18,17:06:06,0,BAD POSTURE,0.8256,25.2,4.5,2.0,0.2,session_20260518_170512
2026-05-18T17:06:14.332457,2026-05-18,17:06:14,1,GOOD POSTURE,0.5751,23.7,0.9,1.9,2.9,session_20260518_170512
2026-05-18T17:06:22.474284,2026-05-18,17:06:22,1,GOOD POSTURE,0.5409,24.3,1.2,1.5,1.9,session_20260518_170512
2026-05-18T17:06:36.653805,2026-05-18,17:06:36,0,BAD POSTURE,0.6372,25.2,0.4,0.1,3.3,session_20260518_170512
2026-05-18T17:06:44.607513,2026-05-18,17:06:44,0,BAD POSTURE,0.6969,25.8,0.9,0.6,1.9,session_20260518_170512
2026-05-18T17:06:52.725043,2026-05-18,17:06:52,0,BAD POSTURE,0.6978,25.2,1.8,1.5,3.8,session_20260518_170512
2026-05-18T17:07:00.827867,2026-05-18,17:07:00,1,GOOD POSTURE,0.5737,24.7,1.2,0.8,3.4,session_20260518_170512
2026-05-18T17:07:08.901987,2026-05-18,17:07:08,1,GOOD POSTURE,0.6087,24.3,2.9,0.9,0.4,session_20260518_170512
2026-05-18T17:07:17.021458,2026-05-18,17:07:17,0,BAD POSTURE,0.9004,28.9,6.8,6.6,7.0,session_20260518_170512
2026-05-18T17:07:20.917397,2026-05-18,17:07:20,0,BAD POSTURE,0.7073,26.2,0.4,0.3,0.4,session_20260518_170512
2026-05-18T17:07:28.901489,2026-05-18,17:07:28,0,BAD POSTURE,0.7377,26.7,1.7,0.3,0.3,session_20260518_170512
2026-05-18T17:07:37.434441,2026-05-18,17:07:37,0,BAD POSTURE,0.7007,25.5,3.1,4.0,6.0,session_20260518_170512
2026-05-18T17:07:50.007252,2026-05-18,17:07:50,0,BAD POSTURE,0.7254,28.6,0.2,0.8,1.1,session_20260518_170512
2026-05-18T17:24:56.859779,2026-05-18,17:24:56,0,BAD POSTURE,0.7477,18.4,8.9,3.9,1.9,session_20260518_172427
2026-05-18T17:25:15.260324,2026-05-18,17:25:15,0,BAD POSTURE,0.6167,22.7,9.4,10.8,3.0,session_20260518_172427
2026-05-18T17:25:33.897155,2026-05-18,17:25:33,0,BAD POSTURE,0.7864,26.5,0.8,1.1,6.1,session_20260518_172427
2026-05-18T17:25:55.379818,2026-05-18,17:25:55,0,BAD POSTURE,0.7628,25.2,1.4,1.6,1.2,session_20260518_172427
2026-05-20T19:50:28.724268,2026-05-20,19:50:28,0,BAD POSTURE,0.5294,24.0,4.1,3.9,13.5,session_20260520_195010
2026-05-20T19:50:36.748955,2026-05-20,19:50:36,1,GOOD POSTURE,0.8359,27.9,3.4,1.0,7.0,session_20260520_195010
2026-05-20T19:50:45.459981,2026-05-20,19:50:45,1,GOOD POSTURE,0.6527,33.4,6.7,8.5,8.8,session_20260520_195010
2026-05-20T19:50:53.890945,2026-05-20,19:50:53,0,BAD POSTURE,0.6368,28.6,5.3,5.3,21.8,session_20260520_195010
2026-05-20T19:51:02.659991,2026-05-20,19:51:02,0,BAD POSTURE,0.5113,20.8,4.2,6.6,16.7,session_20260520_195010
2026-05-20T19:51:10.821079,2026-05-20,19:51:10,1,GOOD POSTURE,0.7427,24.6,3.4,1.4,0.6,session_20260520_195010
2026-05-20T19:51:19.156603,2026-05-20,19:51:19,1,GOOD POSTURE,0.7748,28.1,2.9,7.6,7.8,session_20260520_195010
2026-05-20T19:51:27.928484,2026-05-20,19:51:27,1,GOOD POSTURE,0.5381,32.0,1.4,2.8,7.2,session_20260520_195010
2026-05-20T19:51:37.059877,2026-05-20,19:51:37,1,GOOD POSTURE,0.5504,27.8,4.8,6.9,5.6,session_20260520_195010
2026-05-20T19:51:45.631644,2026-05-20,19:51:45,1,GOOD POSTURE,0.5422,32.4,3.9,3.3,3.2,session_20260520_195010
2026-05-20T19:51:54.356819,2026-05-20,19:51:54,1,GOOD POSTURE,0.5149,32.2,5.3,3.8,6.8,session_20260520_195010
2026-05-20T19:52:03.015901,2026-05-20,19:52:03,1,GOOD POSTURE,0.5705,27.0,1.5,5.9,0.0,session_20260520_195010
2026-05-20T19:52:11.405622,2026-05-20,19:52:11,1,GOOD POSTURE,0.5339,27.4,4.1,7.9,7.6,session_20260520_195010
2026-05-20T19:52:19.787309,2026-05-20,19:52:19,1,GOOD POSTURE,0.535,27.4,5.0,8.5,6.7,session_20260520_195010
2026-05-20T19:52:33.883201,2026-05-20,19:52:33,1,GOOD POSTURE,0.5492,24.0,1.3,5.9,2.3,session_20260520_195010
2026-05-20T20:07:59.179282,2026-05-20,20:07:59,0,BAD POSTURE,0.9813,35.4,6.8,10.6,6.2,session_20260520_200746
2026-05-20T20:08:06.503014,2026-05-20,20:08:06,0,BAD POSTURE,0.6436,25.6,1.8,4.4,0.9,session_20260520_200746
2026-05-20T20:08:14.188302,2026-05-20,20:08:14,0,BAD POSTURE,0.6647,25.5,2.6,2.7,0.9,session_20260520_200746
2026-05-20T20:08:32.348704,2026-05-20,20:08:32,0,BAD POSTURE,0.9382,33.8,3.8,9.6,1.7,session_20260520_200746
2026-05-20T20:08:40.247153,2026-05-20,20:08:40,0,BAD POSTURE,0.7818,26.5,0.5,3.0,6.3,session_20260520_200746
2026-05-20T20:08:48.392413,2026-05-20,20:08:48,0,BAD POSTURE,0.8915,27.8,3.9,0.8,0.9,session_20260520_200746
2026-05-20T20:08:56.076591,2026-05-20,20:08:56,0,BAD POSTURE,0.9965,50.4,9.6,1.0,5.7,session_20260520_200746
